batimentid,salleid,floorid,positionid,ssid,bssid,level,centrefrequence0,frequency
1,118,1,7,eduroam,1c:28:af:cd:9f:60,-81,2412,2412
1,118,1,7,,1c:28:af:cd:9f:64,-82,2412,2412
1,118,1,7,eduroam,1c:28:af:cb:23:d0,-83,5180,5180
1,118,1,7,visiteurs,1c:28:af:cd:9f:62,-83,2412,2412
1,118,1,7,,1c:28:af:b2:9c:c3,-83,2412,2412
1,118,1,7,,1c:28:af:b2:9c:c4,-83,2412,2412
1,118,1,7,visiteurs,1c:28:af:cb:23:d2,-84,5180,5180
1,118,1,7,UnivToulon,1c:28:af:cb:23:d1,-84,5180,5180
1,118,1,7,eduroam,1c:28:af:cd:9f:70,-85,5260,5260
1,118,1,7,visiteurs,1c:28:af:b2:9c:c2,-85,2412,2412
1,118,1,7,UnivToulon,1c:28:af:cd:9f:71,-86,5260,5260
1,118,1,7,visiteurs,1c:28:af:cd:9f:72,-86,5260,5260
1,118,1,7,UnivToulon,1c:28:af:b2:9c:c1,-86,2412,2412
1,118,1,7,visiteurs,1c:28:af:b4:30:42,-87,2462,2462
1,118,1,7,eduroam,1c:28:af:b3:b8:60,-87,2462,2462
1,118,1,8,,1c:28:af:b4:33:00,-43,2462,2462
1,118,1,8,,1c:28:af:b4:33:10,-61,5745,5745
1,118,1,8,eduroam,1c:28:af:b3:60:10,-64,5500,5500
1,118,1,8,UnivToulon,1c:28:af:b3:60:11,-65,5500,5500
1,118,1,8,eduroam,1c:28:af:b3:60:00,-66,2412,2412
1,118,1,8,UnivToulon,1c:28:af:b3:60:01,-66,2412,2412
1,118,1,8,visiteurs,1c:28:af:b3:60:12,-66,5500,5500
1,118,1,8,visiteurs,1c:28:af:b3:60:02,-67,2412,2412
1,118,1,8,,1c:28:af:cd:9f:63,-73,2412,2412
1,118,1,8,UnivToulon,1c:28:af:cb:23:c1,-75,2437,2437
1,118,1,8,visiteurs,1c:28:af:cb:23:c2,-76,2437,2437
1,118,1,8,eduroam,1c:28:af:cb:23:c0,-76,2437,2437
1,118,1,8,UnivToulon,1c:28:af:cd:9f:61,-77,2412,2412
1,118,1,8,visiteurs,1c:28:af:cd:9f:62,-77,2412,2412
1,118,1,8,eduroam,1c:28:af:cd:9f:60,-77,2412,2412
1,118,1,8,UnivToulon,1c:28:af:b4:30:51,-79,5220,5220
1,118,1,8,visiteurs,1c:28:af:b4:30:52,-79,5220,5220
1,118,1,8,eduroam,1c:28:af:b4:30:50,-79,5220,5220
1,118,1,8,eduroam,1c:28:af:b2:9c:d0,-80,5320,5320
1,118,1,8,UnivToulon,1c:28:af:b2:9c:d1,-80,5320,5320
1,118,1,8,visiteurs,1c:28:af:b2:9c:d2,-81,5320,5320
1,118,1,8,eduroam,1c:28:af:b4:30:40,-84,2462,2462
1,118,1,8,UnivToulon,1c:28:af:b4:30:41,-84,2462,2462
1,118,1,8,visiteurs,1c:28:af:b4:30:42,-84,2462,2462
1,118,1,8,visiteurs,1c:28:af:b2:9c:c2,-85,2412,2412
1,118,1,8,visiteurs,9c:1c:12:1d:9e:45,-88,2437,2437
1,118,1,8,UnivToulon,1c:28:af:cd:9f:71,-90,5260,5260
1,118,1,9,,1c:28:af:b4:33:00,-41,2462,2462
1,118,1,9,,1c:28:af:b4:33:10,-56,5745,5745
1,118,1,9,eduroam,1c:28:af:b3:60:10,-61,5500,5500
1,118,1,9,UnivToulon,1c:28:af:b3:60:11,-62,5500,5500
1,118,1,9,visiteurs,1c:28:af:b3:60:12,-62,5500,5500
1,118,1,9,visiteurs,1c:28:af:b3:60:02,-70,2412,2412
1,118,1,9,eduroam,1c:28:af:b3:60:00,-71,2412,2412
1,118,1,9,UnivToulon,1c:28:af:b3:60:01,-72,2412,2412
1,118,1,9,visiteurs,1c:28:af:cb:23:c2,-75,2437,2437
1,118,1,9,UnivToulon,1c:28:af:cb:23:c1,-75,2437,2437
1,118,1,9,eduroam,1c:28:af:cb:23:c0,-75,2437,2437
1,118,1,9,eduroam,1c:28:af:b4:30:50,-80,5220,5220
1,118,1,9,visiteurs,1c:28:af:cd:9f:62,-80,2412,2412
1,118,1,9,UnivToulon,1c:28:af:b4:30:51,-81,5220,5220
1,118,1,9,visiteurs,1c:28:af:b4:30:52,-81,5220,5220
1,118,1,9,,1c:28:af:cd:9f:63,-81,2412,2412
1,118,1,9,eduroam,1c:28:af:b2:9c:d0,-81,5320,5320
1,118,1,9,UnivToulon,1c:28:af:b2:9c:d1,-81,5320,5320
1,118,1,9,visiteurs,1c:28:af:b2:9c:d2,-81,5320,5320
1,118,1,9,,1c:28:af:cd:9f:64,-81,2412,2412
1,118,1,9,eduroam,1c:28:af:cd:9f:60,-83,2412,2412
1,118,1,9,UnivToulon,1c:28:af:cd:9f:71,-84,5260,5260
1,118,1,9,visiteurs,1c:28:af:cd:9f:72,-84,5260,5260
1,118,1,9,visiteurs,24:de:c6:5a:fd:e3,-85,2437,2437
1,118,1,9,eduroam,1c:28:af:cd:9f:70,-85,5260,5260
1,118,1,9,eduroam,1c:28:af:b4:30:40,-86,2462,2462
1,118,1,9,UnivToulon,1c:28:af:b4:30:41,-86,2462,2462
1,118,1,9,,9c:1c:12:1d:9e:41,-86,2437,2437
1,118,1,9,visiteurs,1c:28:af:b4:30:42,-87,2462,2462
1,118,1,9,,24:de:c6:5a:fd:e2,-87,2437,2437
1,118,1,9,UnivToulon,24:de:c6:5a:fd:e4,-87,2437,2437
1,118,1,9,UnivToulon,9c:1c:12:1d:9e:40,-87,2437,2437
1,118,1,9,eduroam,9c:1c:12:1d:9e:42,-87,2437,2437
1,118,1,9,,9c:1c:12:1d:9e:43,-88,2437,2437
1,118,1,9,UnivToulon,00:4e:35:c8:ce:24,-90,2437,2437
1,118,1,10,,1c:28:af:b4:33:00,-35,2462,2462
1,118,1,10,,1c:28:af:b4:33:10,-59,5745,5745
1,118,1,10,eduroam,1c:28:af:b3:60:10,-60,5500,5500
1,118,1,10,UnivToulon,1c:28:af:b3:60:11,-60,5500,5500
1,118,1,10,visiteurs,1c:28:af:b3:60:12,-60,5500,5500
1,118,1,10,visiteurs,1c:28:af:cb:23:c2,-67,2437,2437
1,118,1,10,UnivToulon,1c:28:af:cb:23:c1,-67,2437,2437
1,118,1,10,eduroam,1c:28:af:cb:23:c0,-67,2437,2437
1,118,1,10,,1c:28:af:b3:60:04,-67,2412,2412
1,118,1,10,eduroam,1c:28:af:b3:60:00,-71,2412,2412
1,118,1,10,UnivToulon,1c:28:af:b3:60:01,-71,2412,2412
1,118,1,10,visiteurs,1c:28:af:b3:60:02,-71,2412,2412
1,118,1,10,,1c:28:af:cd:9f:63,-76,2412,2412
1,118,1,10,eduroam,1c:28:af:b2:9c:d0,-76,5320,5320
1,118,1,10,UnivToulon,1c:28:af:b2:9c:d1,-76,5320,5320
1,118,1,10,visiteurs,1c:28:af:cd:9f:62,-77,2412,2412
1,118,1,10,visiteurs,1c:28:af:b2:9c:d2,-77,5320,5320
1,118,1,10,,1c:28:af:cd:9f:64,-77,2412,2412
1,118,1,10,eduroam,1c:28:af:cd:9f:60,-78,2412,2412
1,118,1,10,visiteurs,1c:28:af:b4:30:42,-78,2462,2462
1,118,1,10,eduroam,1c:28:af:b4:30:40,-79,2462,2462
1,118,1,10,UnivToulon,1c:28:af:b4:30:41,-79,2462,2462
1,118,1,10,UnivToulon,1c:28:af:b4:30:51,-84,5220,5220
1,118,1,10,visiteurs,1c:28:af:b4:30:52,-84,5220,5220
1,118,1,10,eduroam,1c:28:af:b4:30:50,-84,5220,5220
1,118,1,10,UnivToulon,1c:28:af:cd:9f:71,-86,5260,5260
1,118,1,10,eduroam,1c:28:af:cd:9f:70,-86,5260,5260
1,118,1,10,visiteurs,1c:28:af:b3:b8:72,-87,5580,5580
1,118,1,10,visiteurs,1c:28:af:cd:9f:72,-88,5260,5260
1,118,1,10,UnivToulon,1c:28:af:b3:b8:71,-88,5580,5580
1,118,1,10,eduroam,1c:28:af:b3:b8:70,-89,5580,5580
1,118,1,10,visiteurs,1c:28:af:b3:31:82,-90,2462,2462
1,118,1,11,,1c:28:af:b4:33:00,-50,2462,2462
1,118,1,11,eduroam,1c:28:af:b3:60:10,-58,5500,5500
1,118,1,11,,1c:28:af:b4:33:10,-58,5745,5745
1,118,1,11,UnivToulon,1c:28:af:b3:60:11,-58,5500,5500
1,118,1,11,visiteurs,1c:28:af:b3:60:12,-59,5500,5500
1,118,1,11,visiteurs,1c:28:af:cb:23:c2,-71,2437,2437
1,118,1,11,UnivToulon,1c:28:af:cb:23:c1,-71,2437,2437
1,118,1,11,eduroam,1c:28:af:cb:23:c0,-72,2437,2437
1,118,1,11,eduroam,1c:28:af:b2:9c:d0,-80,5320,5320
1,118,1,11,UnivToulon,1c:28:af:b2:9c:d1,-80,5320,5320
1,118,1,11,visiteurs,1c:28:af:b4:30:42,-80,2462,2462
1,118,1,11,UnivToulon,1c:28:af:b3:31:81,-80,2462,2462
1,118,1,11,visiteurs,1c:28:af:b2:9c:d2,-81,5320,5320
1,118,1,11,eduroam,1c:28:af:b4:30:40,-82,2462,2462
1,118,1,11,visiteurs,1c:28:af:b3:31:82,-82,2462,2462
1,118,1,11,,1c:28:af:b3:31:83,-82,2462,2462
1,118,1,11,UnivToulon,1c:28:af:b4:30:41,-83,2462,2462
1,118,1,11,eduroam,1c:28:af:b3:31:80,-84,2462,2462
1,118,1,11,,1c:28:af:b3:31:84,-84,2462,2462
1,118,1,11,UnivToulon,1c:28:af:b3:b8:71,-89,5580,5580
1,118,1,11,eduroam,9c:1c:12:1d:9e:42,-89,2437,2437
1,118,1,11,visiteurs,1c:28:af:cd:9f:72,-90,5260,5260
1,118,1,11,visiteurs,1c:28:af:b3:b8:72,-90,5580,5580
1,118,1,11,visiteurs,1c:28:af:b3:b8:62,-90,2462,2462
1,207,2,30,visiteurs,1c:28:af:cb:23:c2,-53,2437,2437
1,207,2,30,eduroam,1c:28:af:cb:23:c0,-53,2437,2437
1,207,2,30,UnivToulon,1c:28:af:cb:23:c1,-54,2437,2437
1,207,2,30,,1c:28:af:b3:31:83,-61,2462,2462
1,207,2,30,eduroam,1c:28:af:b3:31:80,-62,2462,2462
1,207,2,30,visiteurs,1c:28:af:b3:31:82,-62,2462,2462
1,207,2,30,eduroam,1c:28:af:cb:23:d0,-62,5180,5180
1,207,2,30,UnivToulon,1c:28:af:cb:23:d1,-62,5180,5180
1,207,2,30,visiteurs,1c:28:af:cb:23:d2,-62,5180,5180
1,207,2,30,,1c:28:af:cb:23:d3,-62,5180,5180
1,207,2,30,,1c:28:af:cb:23:d4,-62,5180,5180
1,207,2,30,UnivToulon,1c:28:af:b3:31:81,-63,2462,2462
1,207,2,30,,1c:28:af:b3:31:84,-63,2462,2462
1,207,2,30,eduroam,1c:28:af:b3:cb:d0,-64,5580,5580
1,207,2,30,UnivToulon,1c:28:af:b3:cb:d1,-64,5580,5580
1,207,2,30,visiteurs,1c:28:af:b3:cb:d2,-66,5580,5580
1,207,2,30,UnivToulon,1c:28:af:b3:60:01,-71,2412,2412
1,207,2,30,,1c:28:af:b3:60:03,-72,2412,2412
1,207,2,30,visiteurs,1c:28:af:b3:60:02,-74,2412,2412
1,207,2,30,eduroam,1c:28:af:b3:60:00,-75,2412,2412
1,207,2,30,,1c:28:af:b3:cb:c4,-75,2412,2412
1,207,2,30,UnivToulon,1c:28:af:b3:cb:c1,-76,2412,2412
1,207,2,30,visiteurs,1c:28:af:b3:cb:c2,-76,2412,2412
1,207,2,30,,1c:28:af:b3:cb:c3,-76,2412,2412
1,207,2,30,eduroam,1c:28:af:b3:cb:c0,-76,2412,2412
1,207,2,30,UnivToulon,1c:28:af:b2:c8:e1,-85,2412,2412
1,207,2,30,UnivToulon,1c:28:af:b4:30:41,-87,2462,2462
1,207,2,30,visiteurs,1c:28:af:b4:30:42,-88,2462,2462
1,207,2,30,,1c:28:af:b4:30:44,-88,2462,2462
1,207,2,30,eduroam,1c:28:af:b2:c8:e0,-89,2412,2412
1,207,2,30,,1c:28:af:b4:30:43,-89,2462,2462
1,207,2,31,visiteurs,1c:28:af:cb:23:c2,-64,2437,2437
1,207,2,31,eduroam,1c:28:af:cb:23:c0,-64,2437,2437
1,207,2,31,UnivToulon,1c:28:af:cb:23:c1,-64,2437,2437
1,207,2,31,,1c:28:af:cb:23:c3,-64,2437,2437
1,207,2,31,,1c:28:af:cb:23:c4,-64,2437,2437
1,207,2,31,eduroam,1c:28:af:cb:23:d0,-69,5180,5180
1,207,2,31,UnivToulon,1c:28:af:cb:23:d1,-69,5180,5180
1,207,2,31,visiteurs,1c:28:af:cb:23:d2,-70,5180,5180
1,207,2,31,eduroam,1c:28:af:b3:cb:d0,-71,5580,5580
1,207,2,31,visiteurs,1c:28:af:b3:cb:c2,-71,2412,2412
1,207,2,31,UnivToulon,1c:28:af:b3:cb:d1,-71,5580,5580
1,207,2,31,UnivToulon,1c:28:af:b3:cb:c1,-72,2412,2412
1,207,2,31,eduroam,1c:28:af:b3:cb:c0,-72,2412,2412
1,207,2,31,,1c:28:af:b3:cb:c3,-72,2412,2412
1,207,2,31,,1c:28:af:b3:cb:c4,-72,2412,2412
1,207,2,31,visiteurs,1c:28:af:b3:cb:d2,-72,5580,5580
1,207,2,31,eduroam,1c:28:af:b3:31:80,-79,2462,2462
1,207,2,31,eduroam,1c:28:af:b2:c8:e0,-79,2412,2412
1,207,2,31,visiteurs,1c:28:af:b2:c8:e2,-80,2412,2412
1,207,2,31,,1c:28:af:b2:c8:e4,-80,2412,2412
1,207,2,31,UnivToulon,1c:28:af:b2:c8:e1,-80,2412,2412
1,207,2,31,UnivToulon,1c:28:af:b3:31:81,-81,2462,2462
1,207,2,31,visiteurs,1c:28:af:b3:31:82,-81,2462,2462
1,207,2,31,visiteurs,1c:28:af:b4:30:42,-81,2462,2462
1,207,2,31,UnivToulon,1c:28:af:b4:30:41,-81,2462,2462
1,207,2,31,eduroam,1c:28:af:b4:30:40,-81,2462,2462
1,207,2,31,,1c:28:af:b3:31:83,-82,2462,2462
1,207,2,31,visiteurs,1c:28:af:b3:18:e2,-83,2437,2437
1,207,2,31,UnivToulon,1c:28:af:b2:9c:c1,-87,2412,2412
1,207,2,31,visiteurs,1c:28:af:cd:23:22,-87,2412,2412
1,207,2,31,visiteurs,1c:28:af:b2:9c:c2,-88,2412,2412
1,207,2,31,eduroam,1c:28:af:b4:30:50,-90,5220,5220
1,207,2,31,UnivToulon,1c:28:af:b4:30:51,-90,5220,5220
1,207,2,31,visiteurs,1c:28:af:b4:30:52,-90,5220,5220
1,207,2,31,UnivToulon,1c:28:af:b2:c8:f1,-90,5260,5260
1,207,2,32,,1c:28:af:cb:23:c4,-60,2437,2437
1,207,2,32,visiteurs,1c:28:af:cb:23:c2,-61,2437,2437
1,207,2,32,eduroam,1c:28:af:cb:23:c0,-61,2437,2437
1,207,2,32,UnivToulon,1c:28:af:cb:23:c1,-61,2437,2437
1,207,2,32,,1c:28:af:cb:23:c3,-61,2437,2437
1,207,2,32,eduroam,1c:28:af:b3:cb:d0,-66,5580,5580
1,207,2,32,UnivToulon,1c:28:af:b3:cb:d1,-66,5580,5580
1,207,2,32,visiteurs,1c:28:af:b3:cb:d2,-67,5580,5580
1,207,2,32,eduroam,1c:28:af:cb:23:d0,-72,5180,5180
1,207,2,32,UnivToulon,1c:28:af:cb:23:d1,-72,5180,5180
1,207,2,32,visiteurs,1c:28:af:cb:23:d2,-72,5180,5180
1,207,2,32,UnivToulon,1c:28:af:b3:cb:c1,-72,2412,2412
1,207,2,32,visiteurs,1c:28:af:b3:cb:c2,-72,2412,2412
1,207,2,32,eduroam,1c:28:af:b3:cb:c0,-73,2412,2412
1,207,2,32,,1c:28:af:b3:cb:c3,-73,2412,2412
1,207,2,32,,1c:28:af:b3:cb:c4,-73,2412,2412
1,207,2,32,,1c:28:af:b4:30:44,-74,2462,2462
1,207,2,32,eduroam,1c:28:af:b4:30:40,-75,2462,2462
1,207,2,32,visiteurs,1c:28:af:b4:30:42,-76,2462,2462
1,207,2,32,UnivToulon,1c:28:af:b4:30:41,-76,2462,2462
1,207,2,32,UnivToulon,1c:28:af:b2:c8:e1,-79,2412,2412
1,207,2,32,visiteurs,1c:28:af:b2:c8:e2,-81,2412,2412
1,207,2,32,eduroam,1c:28:af:b3:31:80,-85,2462,2462
1,207,2,32,visiteurs,1c:28:af:b3:31:82,-86,2462,2462
1,207,2,32,,1c:28:af:b3:31:83,-86,2462,2462
1,207,2,32,UnivToulon,1c:28:af:b3:60:01,-86,2412,2412
1,207,2,32,visiteurs,1c:28:af:b4:30:52,-88,5220,5220
1,207,2,32,visiteurs,1c:28:af:b2:c8:f2,-88,5260,5260
1,207,2,32,eduroam,1c:28:af:b4:30:50,-89,5220,5220
1,207,2,32,UnivToulon,1c:28:af:b4:30:51,-89,5220,5220
1,207,2,32,UnivToulon,1c:28:af:b2:c8:f1,-89,5260,5260
1,207,2,32,eduroam,1c:28:af:b2:c8:f0,-89,5260,5260
1,207,2,33,,1c:28:af:cb:23:c3,-55,2437,2437
1,207,2,33,visiteurs,1c:28:af:cb:23:c2,-56,2437,2437
1,207,2,33,eduroam,1c:28:af:cb:23:c0,-56,2437,2437
1,207,2,33,UnivToulon,1c:28:af:cb:23:c1,-56,2437,2437
1,207,2,33,UnivToulon,1c:28:af:b3:cb:d1,-66,5580,5580
1,207,2,33,eduroam,1c:28:af:b3:cb:d0,-67,5580,5580
1,207,2,33,eduroam,1c:28:af:cb:23:d0,-67,5180,5180
1,207,2,33,UnivToulon,1c:28:af:cb:23:d1,-67,5180,5180
1,207,2,33,visiteurs,1c:28:af:b3:cb:c2,-67,2412,2412
1,207,2,33,,1c:28:af:b3:cb:c3,-67,2412,2412
1,207,2,33,,1c:28:af:b3:cb:c4,-67,2412,2412
1,207,2,33,visiteurs,1c:28:af:b3:cb:d2,-67,5580,5580
1,207,2,33,visiteurs,1c:28:af:cb:23:d2,-68,5180,5180
1,207,2,33,UnivToulon,1c:28:af:b3:cb:c1,-68,2412,2412
1,207,2,33,eduroam,1c:28:af:b3:cb:c0,-68,2412,2412
1,207,2,33,eduroam,1c:28:af:b2:c8:e0,-75,2412,2412
1,207,2,33,visiteurs,1c:28:af:b2:c8:e2,-76,2412,2412
1,207,2,33,UnivToulon,1c:28:af:b2:c8:e1,-77,2412,2412
1,207,2,33,UnivToulon,1c:28:af:b4:30:41,-77,2462,2462
1,207,2,33,,1c:28:af:b2:c8:e3,-77,2412,2412
1,207,2,33,visiteurs,1c:28:af:b3:31:82,-80,2462,2462
1,207,2,33,,1c:28:af:b3:31:83,-80,2462,2462
1,207,2,33,visiteurs,1c:28:af:b4:30:42,-81,2462,2462
1,207,2,33,UnivToulon,1c:28:af:b3:60:01,-81,2412,2412
1,207,2,33,eduroam,1c:28:af:b3:60:00,-81,2412,2412
1,207,2,33,UnivToulon,1c:28:af:b3:31:81,-81,2462,2462
1,207,2,33,eduroam,1c:28:af:b3:31:80,-82,2462,2462
1,207,2,33,,1c:28:af:b3:31:84,-82,2462,2462
1,207,2,33,visiteurs,1c:28:af:b3:60:02,-85,2412,2412
1,207,2,33,eduroam,1c:28:af:b3:60:10,-87,5500,5500
1,207,2,33,visiteurs,1c:28:af:b3:18:e2,-88,2437,2437
1,207,2,33,UnivToulon,1c:28:af:b3:60:11,-88,5500,5500
1,207,2,33,eduroam,1c:28:af:b3:18:e0,-89,2437,2437
1,207,2,33,visiteurs,1c:28:af:b3:60:12,-89,5500,5500
1,207,2,34,eduroam,1c:28:af:cb:23:c0,-61,2437,2437
1,207,2,34,visiteurs,1c:28:af:cb:23:c2,-63,2437,2437
1,207,2,34,UnivToulon,1c:28:af:cb:23:c1,-63,2437,2437
1,207,2,34,UnivToulon,1c:28:af:b3:cb:d1,-66,5580,5580
1,207,2,34,visiteurs,1c:28:af:b3:cb:d2,-66,5580,5580
1,207,2,34,eduroam,1c:28:af:b3:cb:d0,-67,5580,5580
1,207,2,34,,1c:28:af:b4:30:44,-68,2462,2462
1,207,2,34,UnivToulon,1c:28:af:b4:30:41,-69,2462,2462
1,207,2,34,eduroam,1c:28:af:b4:30:40,-69,2462,2462
1,207,2,34,visiteurs,1c:28:af:b4:30:42,-70,2462,2462
1,207,2,34,UnivToulon,1c:28:af:b2:c8:e1,-71,2412,2412
1,207,2,34,UnivToulon,1c:28:af:cb:23:d1,-72,5180,5180
1,207,2,34,visiteurs,1c:28:af:cb:23:d2,-72,5180,5180
1,207,2,34,eduroam,1c:28:af:cb:23:d0,-73,5180,5180
1,207,2,34,visiteurs,1c:28:af:b2:c8:e2,-74,2412,2412
1,207,2,34,eduroam,1c:28:af:b2:c8:e0,-74,2412,2412
1,207,2,34,,1c:28:af:b2:c8:e4,-75,2412,2412
1,207,2,34,eduroam,1c:28:af:b3:cb:c0,-76,2412,2412
1,207,2,34,UnivToulon,1c:28:af:b3:cb:c1,-77,2412,2412
1,207,2,34,visiteurs,1c:28:af:b3:cb:c2,-77,2412,2412
1,207,2,34,,1c:28:af:b3:cb:c3,-77,2412,2412
1,207,2,34,,1c:28:af:b3:cb:c4,-77,2412,2412
1,207,2,34,eduroam,1c:28:af:b4:30:50,-81,5220,5220
1,207,2,34,UnivToulon,1c:28:af:b4:30:51,-81,5220,5220
1,207,2,34,visiteurs,1c:28:af:b4:30:52,-81,5220,5220
1,207,2,34,,1c:28:af:b3:31:83,-84,2462,2462
1,207,2,34,visiteurs,1c:28:af:b3:60:02,-84,2412,2412
1,207,2,34,eduroam,1c:28:af:b2:c8:f0,-84,5260,5260
1,207,2,34,UnivToulon,1c:28:af:b2:c8:f1,-84,5260,5260
1,207,2,34,visiteurs,1c:28:af:b3:31:82,-85,2462,2462
1,207,2,34,,1c:28:af:b3:31:84,-85,2462,2462
1,207,2,34,visiteurs,1c:28:af:b2:c8:f2,-85,5260,5260
1,207,2,34,visiteurs,1c:28:af:b3:18:e2,-90,2437,2437
1,207,2,34,UnivToulon,1c:28:af:b3:18:e1,-90,2437,2437
